second,Volt1,Volt2
+1.932250E+00,+19.229E-03,-2.134559E+00
+1.934000E+00,+19.188E-03,-2.135019E+00
+1.935750E+00,+19.159E-03,-2.135019E+00
+1.937500E+00,+19.084E-03,-2.140044E+00
+1.939250E+00,+19.073E-03,-2.145069E+00
+1.941000E+00,+19.051E-03,-2.145615E+00
+1.942750E+00,+19.015E-03,-2.154861E+00
+1.944500E+00,+18.940E-03,-2.155119E+00
+1.946250E+00,+18.903E-03,-2.160144E+00
+1.948000E+00,+18.871E-03,-2.165170E+00
+1.949750E+00,+18.853E-03,-2.166720E+00
+1.951500E+00,+18.824E-03,-2.170195E+00
+1.953250E+00,+18.815E-03,-2.175220E+00
+1.955000E+00,+18.750E-03,-2.175220E+00
+1.956750E+00,+18.727E-03,-2.180245E+00
+1.958500E+00,+18.695E-03,-2.185270E+00
+1.960250E+00,+18.643E-03,-2.185270E+00
+1.962000E+00,+18.614E-03,-2.190295E+00
+1.963750E+00,+18.564E-03,-2.190295E+00
+1.965500E+00,+18.517E-03,-2.195320E+00
+1.967250E+00,+18.513E-03,-2.195320E+00
+1.969000E+00,+18.464E-03,-2.195320E+00
+1.970750E+00,+18.455E-03,-2.200345E+00
+1.972500E+00,+18.429E-03,-2.200345E+00
+1.974250E+00,+18.411E-03,-2.205371E+00
+1.976000E+00,+18.390E-03,-2.205371E+00
+1.977750E+00,+18.315E-03,-2.210396E+00
+1.979500E+00,+18.287E-03,-2.213353E+00
+1.981250E+00,+18.264E-03,-2.215421E+00
+1.983000E+00,+18.203E-03,-2.220446E+00
+1.984750E+00,+18.174E-03,-2.225471E+00
+1.986500E+00,+18.148E-03,-2.230496E+00
+1.988250E+00,+18.136E-03,-2.230496E+00
+1.990000E+00,+18.091E-03,-2.235521E+00
+1.991750E+00,+18.062E-03,-2.240546E+00
+1.993500E+00,+18.032E-03,-2.245572E+00
+1.995250E+00,+18.009E-03,-2.250597E+00
+1.997000E+00,+17.998E-03,-2.255564E+00
+1.998750E+00,+17.925E-03,-2.255622E+00
+2.000500E+00,+17.914E-03,-2.260647E+00
+2.002250E+00,+17.891E-03,-2.265672E+00
+2.004000E+00,+17.872E-03,-2.270697E+00
+2.005750E+00,+17.855E-03,-2.270697E+00
+2.007500E+00,+17.822E-03,-2.275722E+00
+2.009250E+00,+17.795E-03,-2.275722E+00
+2.011000E+00,+17.734E-03,-2.279283E+00
+2.012750E+00,+17.721E-03,-2.280747E+00
+2.014500E+00,+17.689E-03,-2.285773E+00
+2.016250E+00,+17.684E-03,-2.285773E+00
+2.018000E+00,+17.634E-03,-2.290798E+00
+2.019750E+00,+17.611E-03,-2.290798E+00
+2.021500E+00,+17.580E-03,-2.295823E+00
+2.023250E+00,+17.581E-03,-2.295823E+00
+2.025000E+00,+17.578E-03,-2.300848E+00
+2.026750E+00,+17.555E-03,-2.305873E+00
+2.028500E+00,+17.519E-03,-2.310898E+00
+2.030250E+00,+17.509E-03,-2.310898E+00
+2.032000E+00,+17.468E-03,-2.315923E+00
+2.033750E+00,+17.442E-03,-2.319082E+00
+2.035500E+00,+17.452E-03,-2.325974E+00
+2.037250E+00,+17.390E-03,-2.325974E+00
+2.039000E+00,+17.383E-03,-2.330999E+00
+2.040750E+00,+17.370E-03,-2.335966E+00
+2.042500E+00,+17.307E-03,-2.336024E+00
+2.044250E+00,+17.307E-03,-2.341049E+00
+2.046000E+00,+17.307E-03,-2.343605E+00
+2.047750E+00,+17.295E-03,-2.346074E+00
+2.049500E+00,+17.292E-03,-2.347022E+00
+2.051250E+00,+17.269E-03,-2.351099E+00
+2.053000E+00,+17.259E-03,-2.351099E+00
+2.054750E+00,+17.232E-03,-2.356124E+00
+2.056500E+00,+17.233E-03,-2.356124E+00
+2.058250E+00,+17.209E-03,-2.361149E+00
+2.060000E+00,+17.182E-03,-2.361149E+00
+2.061750E+00,+17.171E-03,-2.366175E+00
+2.063500E+00,+17.170E-03,-2.371200E+00
+2.065250E+00,+17.160E-03,-2.371200E+00
+2.067000E+00,+17.154E-03,-2.376225E+00
+2.068750E+00,+17.131E-03,-2.376225E+00
+2.070500E+00,+17.125E-03,-2.381250E+00
+2.072250E+00,+17.081E-03,-2.386275E+00
+2.074000E+00,+17.069E-03,-2.391042E+00
+2.075750E+00,+17.056E-03,-2.391300E+00
+2.077500E+00,+17.048E-03,-2.396325E+00
+2.079250E+00,+17.026E-03,-2.398680E+00
+2.081000E+00,+16.988E-03,-2.406376E+00
+2.082750E+00,+16.981E-03,-2.411401E+00
+2.084500E+00,+16.955E-03,-2.411401E+00
+2.086250E+00,+16.958E-03,-2.416426E+00
+2.088000E+00,+16.939E-03,-2.419786E+00
+2.089750E+00,+16.949E-03,-2.421451E+00
+2.091500E+00,+16.943E-03,-2.426476E+00
+2.093250E+00,+16.940E-03,-2.426476E+00
+2.095000E+00,+16.880E-03,-2.431501E+00
+2.096750E+00,+16.907E-03,-2.431501E+00
+2.098500E+00,+16.934E-03,-2.435062E+00
+2.100250E+00,+16.961E-03,-2.436526E+00
+2.102000E+00,+16.988E-03,-2.436526E+00
+2.103750E+00,+17.003E-03,-2.441551E+00
+2.105500E+00,+16.971E-03,-2.441551E+00
+2.107250E+00,+17.019E-03,-2.446577E+00
+2.109000E+00,+17.034E-03,-2.446577E+00
+2.110750E+00,+17.036E-03,-2.446577E+00
+2.112500E+00,+17.043E-03,-2.451602E+00
+2.114250E+00,+17.059E-03,-2.456627E+00
+2.116000E+00,+17.071E-03,-2.456627E+00
+2.117750E+00,+17.081E-03,-2.461652E+00
+2.119500E+00,+17.141E-03,-2.461652E+00
+2.121250E+00,+17.202E-03,-2.466677E+00
+2.123000E+00,+17.212E-03,-2.474057E+00
+2.124750E+00,+17.248E-03,-2.476727E+00
+2.126500E+00,+17.332E-03,-2.481752E+00
+2.128250E+00,+17.382E-03,-2.481752E+00
+2.130000E+00,+17.491E-03,-2.486778E+00
+2.131750E+00,+17.554E-03,-2.491803E+00
+2.133500E+00,+17.647E-03,-2.496828E+00
+2.135250E+00,+17.819E-03,-2.498579E+00
+2.137000E+00,+17.945E-03,-2.501853E+00
+2.138750E+00,+18.075E-03,-2.501997E+00
+2.140500E+00,+18.271E-03,-2.506878E+00
+2.142250E+00,+18.486E-03,-2.510439E+00
+2.144000E+00,+18.717E-03,-2.514660E+00
+2.145750E+00,+18.930E-03,-2.516928E+00
+2.147500E+00,+19.006E-03,-2.516928E+00
+2.149250E+00,+19.017E-03,-2.521953E+00
+2.151000E+00,+18.921E-03,-2.521953E+00
+2.152750E+00,+18.799E-03,-2.525715E+00
+2.154500E+00,+18.584E-03,-2.526979E+00
+2.156250E+00,+18.423E-03,-2.532004E+00
+2.158000E+00,+18.284E-03,-2.532004E+00
+2.159750E+00,+18.206E-03,-2.537029E+00
+2.161500E+00,+18.087E-03,-2.541796E+00
+2.163250E+00,+18.054E-03,-2.546017E+00
+2.165000E+00,+18.023E-03,-2.547079E+00
+2.166750E+00,+18.048E-03,-2.552104E+00
+2.168500E+00,+18.052E-03,-2.557129E+00
+2.170250E+00,+18.075E-03,-2.562154E+00
+2.172000E+00,+18.136E-03,-2.567180E+00
+2.173750E+00,+18.187E-03,-2.567180E+00
+2.175500E+00,+18.291E-03,-2.572205E+00
+2.177250E+00,+18.401E-03,-2.574760E+00
+2.179000E+00,+18.543E-03,-2.577230E+00
+2.180750E+00,+18.721E-03,-2.578177E+00
+2.182500E+00,+18.979E-03,-2.582255E+00
+2.184250E+00,+19.185E-03,-2.586620E+00
+2.186000E+00,+19.376E-03,-2.587280E+00
+2.187750E+00,+19.635E-03,-2.590037E+00
+2.189500E+00,+19.842E-03,-2.592305E+00
+2.191250E+00,+19.914E-03,-2.593454E+00
+2.193000E+00,+19.841E-03,-2.597330E+00
+2.194750E+00,+19.661E-03,-2.597330E+00
+2.196500E+00,+19.330E-03,-2.601092E+00
+2.198250E+00,+18.964E-03,-2.602356E+00
+2.200000E+00,+18.632E-03,-2.602356E+00
+2.201750E+00,+18.387E-03,-2.607381E+00
+2.203500E+00,+18.152E-03,-2.607381E+00
+2.205250E+00,+17.963E-03,-2.612406E+00
+2.207000E+00,+17.762E-03,-2.612406E+00
+2.208750E+00,+17.615E-03,-2.617431E+00
+2.210500E+00,+17.415E-03,-2.619786E+00
+2.212250E+00,+17.283E-03,-2.627481E+00
+2.214000E+00,+17.140E-03,-2.627481E+00
+2.215750E+00,+17.069E-03,-2.632506E+00
+2.217500E+00,+16.935E-03,-2.637531E+00
+2.219250E+00,+16.813E-03,-2.642557E+00
+2.221000E+00,+16.748E-03,-2.642557E+00
+2.222750E+00,+16.678E-03,-2.647582E+00
+2.224500E+00,+16.589E-03,-2.652607E+00
+2.226250E+00,+16.565E-03,-2.657632E+00
+2.228000E+00,+16.480E-03,-2.657632E+00
+2.229750E+00,+16.428E-03,-2.662657E+00
+2.231500E+00,+16.346E-03,-2.667682E+00
+2.233250E+00,+16.297E-03,-2.667682E+00
+2.235000E+00,+16.278E-03,-2.672707E+00
+2.236750E+00,+16.188E-03,-2.672707E+00
+2.238500E+00,+16.175E-03,-2.677732E+00
+2.240250E+00,+16.148E-03,-2.677732E+00
+2.242000E+00,+16.103E-03,-2.682758E+00
+2.243750E+00,+16.081E-03,-2.682758E+00
+2.245500E+00,+16.042E-03,-2.687783E+00
+2.247250E+00,+16.062E-03,-2.687783E+00
+2.249000E+00,+16.075E-03,-2.692808E+00
+2.250750E+00,+16.058E-03,-2.692808E+00
+2.252500E+00,+16.043E-03,-2.695966E+00
+2.254250E+00,+16.045E-03,-2.697833E+00
+2.256000E+00,+16.097E-03,-2.702858E+00
+2.257750E+00,+16.117E-03,-2.707883E+00
+2.259500E+00,+16.139E-03,-2.707883E+00
+2.261250E+00,+16.187E-03,-2.712908E+00
+2.263000E+00,+16.227E-03,-2.717933E+00
+2.264750E+00,+16.290E-03,-2.722959E+00
+2.266500E+00,+16.382E-03,-2.727984E+00
+2.268250E+00,+16.468E-03,-2.727984E+00
+2.270000E+00,+16.592E-03,-2.733009E+00
+2.271750E+00,+16.676E-03,-2.738034E+00
+2.273500E+00,+16.704E-03,-2.743059E+00
+2.275250E+00,+16.626E-03,-2.743059E+00
+2.277000E+00,+16.451E-03,-2.748084E+00
+2.278750E+00,+16.325E-03,-2.753109E+00
+2.280500E+00,+16.150E-03,-2.753109E+00
+2.282250E+00,+16.016E-03,-2.757675E+00
+2.284000E+00,+15.922E-03,-2.758134E+00
+2.285750E+00,+15.830E-03,-2.761092E+00
+2.287500E+00,+15.764E-03,-2.763160E+00
+2.289250E+00,+15.727E-03,-2.763160E+00
+2.291000E+00,+15.673E-03,-2.768185E+00
+2.292750E+00,+15.624E-03,-2.768185E+00
+2.294500E+00,+15.576E-03,-2.773210E+00
+2.296250E+00,+15.548E-03,-2.776368E+00
+2.298000E+00,+15.555E-03,-2.778235E+00
+2.299750E+00,+15.536E-03,-2.783260E+00
+2.301500E+00,+15.545E-03,-2.784007E+00
+2.303250E+00,+15.485E-03,-2.788285E+00
+2.305000E+00,+15.486E-03,-2.793310E+00
+2.306750E+00,+15.502E-03,-2.798335E+00
+2.308500E+00,+15.467E-03,-2.803361E+00
+2.310250E+00,+15.481E-03,-2.808386E+00
+2.312000E+00,+15.471E-03,-2.813411E+00
+2.313750E+00,+15.472E-03,-2.818436E+00
+2.315500E+00,+15.457E-03,-2.818436E+00
+2.317250E+00,+15.443E-03,-2.827022E+00
+2.319000E+00,+15.433E-03,-2.828486E+00
+2.320750E+00,+15.435E-03,-2.833511E+00
+2.322500E+00,+15.435E-03,-2.834660E+00
+2.324250E+00,+15.435E-03,-2.838536E+00
+2.326000E+00,+15.434E-03,-2.838536E+00
+2.327750E+00,+15.423E-03,-2.843562E+00
+2.329500E+00,+15.446E-03,-2.843562E+00
+2.331250E+00,+15.468E-03,-2.848587E+00
+2.333000E+00,+15.470E-03,-2.848587E+00
+2.334750E+00,+15.484E-03,-2.853612E+00
+2.336500E+00,+15.473E-03,-2.853612E+00
+2.338250E+00,+15.458E-03,-2.858637E+00
+2.340000E+00,+15.453E-03,-2.861796E+00
+2.341750E+00,+15.486E-03,-2.863662E+00
+2.343500E+00,+15.502E-03,-2.868687E+00
+2.345250E+00,+15.500E-03,-2.869434E+00
+2.347000E+00,+15.473E-03,-2.873712E+00
+2.348750E+00,+15.498E-03,-2.878737E+00
+2.350500E+00,+15.511E-03,-2.883763E+00
+2.352250E+00,+15.530E-03,-2.888788E+00
+2.354000E+00,+15.562E-03,-2.890539E+00
+2.355750E+00,+15.553E-03,-2.893813E+00
+2.357500E+00,+15.549E-03,-2.898838E+00
+2.359250E+00,+15.586E-03,-2.898838E+00
+2.361000E+00,+15.602E-03,-2.903863E+00
+2.362750E+00,+15.617E-03,-2.908888E+00
+2.364500E+00,+15.629E-03,-2.908888E+00
+2.366250E+00,+15.645E-03,-2.913913E+00
+2.368000E+00,+15.650E-03,-2.913913E+00
+2.369750E+00,+15.660E-03,-2.918479E+00
+2.371500E+00,+15.668E-03,-2.918938E+00
+2.373250E+00,+15.699E-03,-2.918938E+00
+2.375000E+00,+15.679E-03,-2.923964E+00
+2.376750E+00,+15.724E-03,-2.923964E+00
+2.378500E+00,+15.698E-03,-2.928989E+00
+2.380250E+00,+15.711E-03,-2.928989E+00
+2.382000E+00,+15.727E-03,-2.928989E+00
+2.383750E+00,+15.767E-03,-2.934014E+00
+2.385500E+00,+15.793E-03,-2.934014E+00
+2.387250E+00,+15.804E-03,-2.935564E+00
+2.389000E+00,+15.780E-03,-2.939039E+00
+2.390750E+00,+15.849E-03,-2.944064E+00
+2.392500E+00,+15.806E-03,-2.949089E+00
+2.394250E+00,+15.837E-03,-2.954114E+00
+2.396000E+00,+15.862E-03,-2.956670E+00
+2.397750E+00,+15.879E-03,-2.960891E+00
+2.399500E+00,+15.877E-03,-2.964165E+00
+2.401250E+00,+15.876E-03,-2.969190E+00
+2.403000E+00,+15.900E-03,-2.974215E+00
+2.404750E+00,+15.947E-03,-2.975679E+00
+2.406500E+00,+15.962E-03,-2.979240E+00
+2.408250E+00,+15.973E-03,-2.984265E+00
+2.410000E+00,+16.016E-03,-2.984265E+00
+2.411750E+00,+16.027E-03,-2.989290E+00
+2.413500E+00,+16.039E-03,-2.989290E+00
+2.415250E+00,+16.051E-03,-2.994315E+00
+2.417000E+00,+16.071E-03,-2.994315E+00
+2.418750E+00,+16.099E-03,-2.999340E+00
+2.420500E+00,+16.114E-03,-3.004366E+00
+2.422250E+00,+16.126E-03,-3.004366E+00
+2.424000E+00,+16.127E-03,-3.004366E+00
+2.425750E+00,+16.151E-03,-3.009391E+00
+2.427500E+00,+16.192E-03,-3.009391E+00
+2.429250E+00,+16.213E-03,-3.014416E+00
+2.431000E+00,+16.235E-03,-3.014416E+00
+2.432750E+00,+16.252E-03,-3.019441E+00
+2.434500E+00,+16.277E-03,-3.019441E+00
+2.436250E+00,+16.296E-03,-3.024466E+00
+2.438000E+00,+16.365E-03,-3.029491E+00
+2.439750E+00,+16.390E-03,-3.029491E+00
+2.441500E+00,+16.394E-03,-3.034516E+00
+2.443250E+00,+16.405E-03,-3.040489E+00
+2.445000E+00,+16.466E-03,-3.044567E+00
+2.446750E+00,+16.455E-03,-3.048931E+00
+2.448500E+00,+16.512E-03,-3.054617E+00
+2.450250E+00,+16.523E-03,-3.054617E+00
+2.452000E+00,+16.555E-03,-3.059642E+00
+2.453750E+00,+16.549E-03,-3.064667E+00
+2.455500E+00,+16.614E-03,-3.069692E+00
+2.457250E+00,+16.631E-03,-3.069692E+00
+2.459000E+00,+16.679E-03,-3.069692E+00
+2.460750E+00,+16.737E-03,-3.074717E+00
+2.462500E+00,+16.753E-03,-3.076871E+00
+2.464250E+00,+16.805E-03,-3.079742E+00
+2.466000E+00,+16.820E-03,-3.084768E+00
+2.467750E+00,+16.881E-03,-3.084768E+00
+2.469500E+00,+16.943E-03,-3.088730E+00
+2.471250E+00,+17.001E-03,-3.089793E+00
+2.473000E+00,+17.043E-03,-3.094818E+00
+2.474750E+00,+17.071E-03,-3.094818E+00
+2.476500E+00,+17.117E-03,-3.099843E+00
+2.478250E+00,+17.144E-03,-3.099843E+00
+2.480000E+00,+17.213E-03,-3.104007E+00
+2.481750E+00,+17.232E-03,-3.104868E+00
+2.483500E+00,+17.251E-03,-3.109893E+00
+2.485250E+00,+17.312E-03,-3.114918E+00
+2.487000E+00,+17.353E-03,-3.119943E+00
+2.488750E+00,+17.370E-03,-3.119943E+00
+2.490500E+00,+17.433E-03,-3.124969E+00
+2.492250E+00,+17.479E-03,-3.129994E+00
+2.494000E+00,+17.508E-03,-3.132750E+00
+2.495750E+00,+17.533E-03,-3.136971E+00
+2.497500E+00,+17.564E-03,-3.140044E+00
+2.499250E+00,+17.584E-03,-3.140389E+00
+2.501000E+00,+17.619E-03,-3.145069E+00
+2.502750E+00,+17.675E-03,-3.145069E+00
+2.504500E+00,+17.679E-03,-3.150094E+00
+2.506250E+00,+17.752E-03,-3.152248E+00
+2.508000E+00,+17.775E-03,-3.155119E+00
+2.509750E+00,+17.787E-03,-3.155119E+00
+2.511500E+00,+17.835E-03,-3.159886E+00
+2.513250E+00,+17.880E-03,-3.160144E+00
+2.515000E+00,+17.888E-03,-3.165170E+00
+2.516750E+00,+17.941E-03,-3.165170E+00
+2.518500E+00,+17.985E-03,-3.165170E+00
+2.520250E+00,+18.011E-03,-3.170195E+00
+2.522000E+00,+18.074E-03,-3.170195E+00
+2.523750E+00,+18.109E-03,-3.175220E+00
+2.525500E+00,+18.153E-03,-3.178579E+00
+2.527250E+00,+18.218E-03,-3.180245E+00
+2.529000E+00,+18.241E-03,-3.185270E+00
+2.530750E+00,+18.279E-03,-3.185270E+00
+2.532500E+00,+18.337E-03,-3.190295E+00
+2.534250E+00,+18.372E-03,-3.195320E+00
+2.536000E+00,+18.396E-03,-3.200345E+00
+2.537750E+00,+18.394E-03,-3.203102E+00
+2.539500E+00,+18.443E-03,-3.210396E+00
+2.541250E+00,+18.485E-03,-3.210396E+00
+2.543000E+00,+18.526E-03,-3.215421E+00
+2.544750E+00,+18.574E-03,-3.220446E+00
+2.546500E+00,+18.607E-03,-3.225471E+00
+2.548250E+00,+18.644E-03,-3.225471E+00
+2.550000E+00,+18.721E-03,-3.230496E+00
+2.551750E+00,+18.768E-03,-3.231846E+00
+2.553500E+00,+18.837E-03,-3.235521E+00
+2.555250E+00,+18.888E-03,-3.235521E+00
+2.557000E+00,+18.903E-03,-3.240546E+00
+2.558750E+00,+18.978E-03,-3.243705E+00
+2.560500E+00,+19.002E-03,-3.245572E+00
+2.562250E+00,+19.041E-03,-3.247122E+00
+2.564000E+00,+19.116E-03,-3.251343E+00
+2.565750E+00,+19.166E-03,-3.255622E+00
+2.567500E+00,+19.210E-03,-3.255622E+00
+2.569250E+00,+19.242E-03,-3.264007E+00
+2.571000E+00,+19.298E-03,-3.265672E+00
+2.572750E+00,+19.347E-03,-3.270697E+00
+2.574500E+00,+19.382E-03,-3.271645E+00
+2.576250E+00,+19.430E-03,-3.275722E+00
+2.578000E+00,+19.479E-03,-3.280747E+00
+2.579750E+00,+19.493E-03,-3.285773E+00
+2.581500E+00,+19.557E-03,-3.288529E+00
+2.583250E+00,+19.636E-03,-3.290798E+00
+2.585000E+00,+19.659E-03,-3.290798E+00
+2.586750E+00,+19.743E-03,-3.295823E+00
+2.588500E+00,+19.779E-03,-3.300848E+00
+2.590250E+00,+19.810E-03,-3.304610E+00
+2.592000E+00,+19.852E-03,-3.305873E+00
+2.593750E+00,+19.918E-03,-3.308027E+00
+2.595500E+00,+19.980E-03,-3.310898E+00
+2.597250E+00,+20.022E-03,-3.310898E+00
+2.599000E+00,+20.058E-03,-3.315923E+00
+2.600750E+00,+20.106E-03,-3.315923E+00
+2.602500E+00,+20.171E-03,-3.320948E+00
+2.604250E+00,+20.202E-03,-3.320948E+00
+2.606000E+00,+20.267E-03,-3.325974E+00
+2.607750E+00,+20.349E-03,-3.325974E+00
+2.609500E+00,+20.385E-03,-3.330999E+00
+2.611250E+00,+20.421E-03,-3.330999E+00
+2.613000E+00,+20.465E-03,-3.334358E+00
+2.614750E+00,+20.505E-03,-3.336024E+00
+2.616500E+00,+20.545E-03,-3.341049E+00
+2.618250E+00,+20.588E-03,-3.341049E+00
+2.620000E+00,+20.612E-03,-3.346074E+00
+2.621750E+00,+20.672E-03,-3.351099E+00
+2.623500E+00,+20.699E-03,-3.351099E+00
+2.625250E+00,+20.713E-03,-3.358881E+00
+2.627000E+00,+20.792E-03,-3.361149E+00
+2.628750E+00,+20.837E-03,-3.362298E+00
+2.630500E+00,+20.865E-03,-3.371200E+00
+2.632250E+00,+20.948E-03,-3.371200E+00
+2.634000E+00,+20.972E-03,-3.376225E+00
+2.635750E+00,+21.041E-03,-3.381250E+00
+2.637500E+00,+21.069E-03,-3.381250E+00
+2.639250E+00,+21.151E-03,-3.386275E+00
+2.641000E+00,+21.151E-03,-3.386821E+00
+2.642750E+00,+21.176E-03,-3.391300E+00
+2.644500E+00,+21.249E-03,-3.396325E+00
+2.646250E+00,+21.260E-03,-3.399484E+00
+2.648000E+00,+21.315E-03,-3.401350E+00
+2.649750E+00,+21.356E-03,-3.401350E+00
+2.651500E+00,+21.405E-03,-3.406376E+00
+2.653250E+00,+21.427E-03,-3.406376E+00
+2.655000E+00,+21.451E-03,-3.411401E+00
+2.656750E+00,+21.486E-03,-3.411401E+00
+2.658500E+00,+21.522E-03,-3.416426E+00
+2.660250E+00,+21.566E-03,-3.416426E+00
+2.662000E+00,+21.601E-03,-3.421451E+00
+2.663750E+00,+21.666E-03,-3.426476E+00
+2.665500E+00,+21.668E-03,-3.426476E+00
+2.667250E+00,+21.629E-03,-3.421451E+00
+2.669000E+00,+21.596E-03,-3.416426E+00
+2.670750E+00,+21.581E-03,-3.416426E+00
+2.672500E+00,+21.531E-03,-3.411401E+00
+2.674250E+00,+21.491E-03,-3.411401E+00
+2.676000E+00,+21.444E-03,-3.406835E+00
+2.677750E+00,+21.409E-03,-3.406376E+00
+2.679500E+00,+21.368E-03,-3.403418E+00
+2.681250E+00,+21.365E-03,-3.401350E+00
+2.683000E+00,+21.311E-03,-3.396325E+00
+2.684750E+00,+21.255E-03,-3.396325E+00
+2.686500E+00,+21.228E-03,-3.391559E+00
+2.688250E+00,+21.202E-03,-3.391300E+00
+2.690000E+00,+21.165E-03,-3.386275E+00
+2.691750E+00,+21.126E-03,-3.386275E+00
+2.693500E+00,+21.085E-03,-3.381250E+00
+2.695250E+00,+21.040E-03,-3.380503E+00
+2.697000E+00,+21.013E-03,-3.376225E+00
+2.698750E+00,+20.988E-03,-3.372061E+00
+2.700500E+00,+20.950E-03,-3.366175E+00
+2.702250E+00,+20.957E-03,-3.361149E+00
+2.704000E+00,+20.900E-03,-3.361149E+00
+2.705750E+00,+20.873E-03,-3.356124E+00
+2.707500E+00,+20.812E-03,-3.351099E+00
+2.709250E+00,+20.764E-03,-3.346074E+00
+2.711000E+00,+20.728E-03,-3.346074E+00
+2.712750E+00,+20.685E-03,-3.341049E+00
+2.714500E+00,+20.634E-03,-3.336024E+00
+2.716250E+00,+20.621E-03,-3.330999E+00
+2.718000E+00,+20.585E-03,-3.330999E+00
+2.719750E+00,+20.523E-03,-3.330999E+00
+2.721500E+00,+20.482E-03,-3.325974E+00
+2.723250E+00,+20.443E-03,-3.325974E+00
+2.725000E+00,+20.398E-03,-3.320948E+00
+2.726750E+00,+20.382E-03,-3.320948E+00
+2.728500E+00,+20.320E-03,-3.315923E+00
+2.730250E+00,+20.298E-03,-3.315923E+00
+2.732000E+00,+20.250E-03,-3.311961E+00
+2.733750E+00,+20.211E-03,-3.310898E+00
+2.735500E+00,+20.166E-03,-3.308228E+00
+2.737250E+00,+20.113E-03,-3.305873E+00
+2.739000E+00,+20.080E-03,-3.305873E+00
+2.740750E+00,+20.021E-03,-3.300848E+00
+2.742500E+00,+19.977E-03,-3.300848E+00
+2.744250E+00,+19.937E-03,-3.295823E+00
+2.746000E+00,+19.920E-03,-3.290798E+00
+2.747750E+00,+19.887E-03,-3.290798E+00
+2.749500E+00,+19.820E-03,-3.285773E+00
+2.751250E+00,+19.807E-03,-3.280747E+00
+2.753000E+00,+19.749E-03,-3.275722E+00
+2.754750E+00,+19.714E-03,-3.272162E+00
+2.756500E+00,+19.688E-03,-3.270697E+00
+2.758250E+00,+19.631E-03,-3.265672E+00
+2.760000E+00,+19.606E-03,-3.260647E+00
+2.761750E+00,+19.542E-03,-3.260302E+00
+2.763500E+00,+19.519E-03,-3.251056E+00
+2.765250E+00,+19.474E-03,-3.250597E+00
+2.767000E+00,+19.423E-03,-3.250597E+00
+2.768750E+00,+19.407E-03,-3.245572E+00
+2.770500E+00,+19.342E-03,-3.244222E+00
+2.772250E+00,+19.303E-03,-3.240001E+00
+2.774000E+00,+19.281E-03,-3.235521E+00
+2.775750E+00,+19.245E-03,-3.235521E+00
+2.777500E+00,+19.176E-03,-3.230496E+00
+2.779250E+00,+19.128E-03,-3.230496E+00
+2.781000E+00,+19.062E-03,-3.225471E+00
+2.782750E+00,+19.028E-03,-3.220446E+00
+2.784500E+00,+18.991E-03,-3.215478E+00
+2.786250E+00,+18.968E-03,-3.215421E+00
+2.788000E+00,+18.898E-03,-3.210396E+00
+2.789750E+00,+18.871E-03,-3.207840E+00
+2.791500E+00,+18.794E-03,-3.203619E+00
+2.793250E+00,+18.772E-03,-3.199398E+00
+2.795000E+00,+18.752E-03,-3.195320E+00
+2.796750E+00,+18.727E-03,-3.190295E+00
+2.798500E+00,+18.646E-03,-3.185270E+00
+2.800250E+00,+18.601E-03,-3.185270E+00
+2.802000E+00,+18.546E-03,-3.180245E+00
+2.803750E+00,+18.535E-03,-3.180245E+00
+2.805500E+00,+18.499E-03,-3.175220E+00
+2.807250E+00,+18.477E-03,-3.175220E+00
+2.809000E+00,+18.403E-03,-3.170195E+00
+2.810750E+00,+18.385E-03,-3.170195E+00
+2.812500E+00,+18.337E-03,-3.165170E+00
+2.814250E+00,+18.281E-03,-3.165170E+00
+2.816000E+00,+18.259E-03,-3.164624E+00
+2.817750E+00,+18.224E-03,-3.160144E+00
+2.819500E+00,+18.181E-03,-3.160144E+00
+2.821250E+00,+18.136E-03,-3.155119E+00
+2.823000E+00,+18.105E-03,-3.155119E+00
+2.824750E+00,+18.048E-03,-3.153569E+00
+2.826500E+00,+18.057E-03,-3.150094E+00
+2.828250E+00,+17.973E-03,-3.145069E+00
+2.830000E+00,+17.975E-03,-3.145069E+00
+2.831750E+00,+17.923E-03,-3.140044E+00
+2.833500E+00,+17.885E-03,-3.137488E+00
+2.835250E+00,+17.860E-03,-3.135019E+00
+2.837000E+00,+17.818E-03,-3.129994E+00
+2.838750E+00,+17.797E-03,-3.124969E+00
+2.840500E+00,+17.756E-03,-3.120604E+00
+2.842250E+00,+17.727E-03,-3.119943E+00
+2.844000E+00,+17.684E-03,-3.114918E+00
+2.845750E+00,+17.629E-03,-3.109893E+00
+2.847500E+00,+17.588E-03,-3.104868E+00
+2.849250E+00,+17.569E-03,-3.104868E+00
+2.851000E+00,+17.537E-03,-3.100302E+00
+2.852750E+00,+17.521E-03,-3.099843E+00
+2.854500E+00,+17.490E-03,-3.094818E+00
+2.856250E+00,+17.417E-03,-3.094818E+00
+2.858000E+00,+17.385E-03,-3.089793E+00
+2.859750E+00,+17.342E-03,-3.089247E+00
+2.861500E+00,+17.345E-03,-3.084768E+00
+2.863250E+00,+17.282E-03,-3.084768E+00
+2.865000E+00,+17.249E-03,-3.079742E+00
+2.866750E+00,+17.219E-03,-3.079742E+00
+2.868500E+00,+17.190E-03,-3.074717E+00
+2.870250E+00,+17.178E-03,-3.074717E+00
+2.872000E+00,+17.156E-03,-3.069692E+00
